session_id,entity_id,entity_type,timestamp,session_count,blended_score,confidence,label,note
SES_0000097,DEV_0109,edge_device,2026-01-01 07:41:01,1,0.3673814749711905,0.21400000000000002,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0000155,DEV_0109,edge_device,2026-01-01 08:37:47,2,0.2994133548428492,0.228,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0000470,DEV_0109,edge_device,2026-01-01 14:00:42,3,0.2324491591091907,0.242,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0000488,DEV_0109,edge_device,2026-01-01 14:22:40,4,0.0754751483427652,0.256,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0000497,DEV_0109,edge_device,2026-01-01 14:33:58,5,0.2829726449481795,0.27,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0001073,DEV_0109,edge_device,2026-01-02 08:57:53,6,0.2132907081598918,0.28400000000000003,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0001338,DEV_0109,edge_device,2026-01-02 14:11:27,7,0.2057359679364262,0.29800000000000004,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0001351,DEV_0109,edge_device,2026-01-02 14:25:59,8,0.3411649920145927,0.312,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0001353,DEV_0109,edge_device,2026-01-02 14:32:40,9,0.095736797876735,0.326,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0001416,DEV_0109,edge_device,2026-01-02 16:03:51,10,0.1948681435380764,0.33999999999999997,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0001536,DEV_0109,edge_device,2026-01-02 18:18:51,11,0.2811041728216379,0.354,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0001557,DEV_0109,edge_device,2026-01-02 18:51:51,12,0.190200206608638,0.368,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0001755,DEV_0109,edge_device,2026-01-03 07:04:35,13,0.2401873004034549,0.382,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0001798,DEV_0109,edge_device,2026-01-03 07:29:21,14,0.3229280060569541,0.396,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0001811,DEV_0109,edge_device,2026-01-03 07:35:12,15,0.2604345648113156,0.41000000000000003,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0001871,DEV_0109,edge_device,2026-01-03 08:20:02,16,0.2205846220082946,0.424,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0002304,DEV_0109,edge_device,2026-01-03 16:30:17,17,0.1449200329043977,0.438,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0002405,DEV_0109,edge_device,2026-01-03 18:11:29,18,0.2794121244042839,0.452,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0002762,DEV_0109,edge_device,2026-01-04 08:42:14,19,0.2947088234420891,0.46599999999999997,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0002764,DEV_0109,edge_device,2026-01-04 08:43:31,20,0.1965684129270097,0.48,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0003073,DEV_0109,edge_device,2026-01-04 14:09:42,21,0.1790225846414992,0.494,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0003078,DEV_0109,edge_device,2026-01-04 14:15:10,22,0.3669113582588253,0.508,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0003091,DEV_0109,edge_device,2026-01-04 14:32:26,23,0.1336505987673334,0.522,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0003303,DEV_0109,edge_device,2026-01-04 18:25:04,24,0.264955005434687,0.536,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0003308,DEV_0109,edge_device,2026-01-04 18:31:35,25,0.3731643571805797,0.55,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0003584,DEV_0109,edge_device,2026-01-05 07:45:37,26,0.1723774687397991,0.5640000000000001,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0003590,DEV_0109,edge_device,2026-01-05 07:53:13,27,0.1497845926566606,0.5780000000000001,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0003601,DEV_0109,edge_device,2026-01-05 08:07:35,28,0.1105412351326135,0.5920000000000001,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0003612,DEV_0109,edge_device,2026-01-05 08:28:39,29,0.0743269138464824,0.606,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0003632,DEV_0109,edge_device,2026-01-05 08:56:00,30,0.0839767889817685,0.62,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0003942,DEV_0109,edge_device,2026-01-05 14:03:20,31,0.0664828709708313,0.634,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0003959,DEV_0109,edge_device,2026-01-05 14:18:41,32,0.0651379526903563,0.6479999999999999,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0003997,DEV_0109,edge_device,2026-01-05 14:52:52,33,0.1764372766771417,0.6619999999999999,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0004063,DEV_0109,edge_device,2026-01-05 16:01:52,34,0.0571067373823621,0.6759999999999999,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0004084,DEV_0109,edge_device,2026-01-05 16:18:25,35,0.0943957779477775,0.69,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0004229,DEV_0109,edge_device,2026-01-05 18:57:20,36,0.2218946259622821,0.704,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0004434,DEV_0109,edge_device,2026-01-06 07:05:52,37,0.1075406882461431,0.718,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0004445,DEV_0109,edge_device,2026-01-06 07:13:51,38,0.1600200436875749,0.732,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0004509,DEV_0109,edge_device,2026-01-06 08:12:46,39,0.131552716087997,0.746,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0004543,DEV_0109,edge_device,2026-01-06 08:44:23,40,0.0902223351539543,0.76,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0004547,DEV_0109,edge_device,2026-01-06 08:47:54,41,0.0984757478321811,0.774,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0004854,DEV_0109,edge_device,2026-01-06 14:13:10,42,0.0724253990003167,0.788,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0004857,DEV_0109,edge_device,2026-01-06 14:22:25,43,0.0642947061216028,0.802,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0005076,DEV_0109,edge_device,2026-01-06 18:07:40,44,0.0678304396182754,0.8160000000000001,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0005101,DEV_0109,edge_device,2026-01-06 18:35:42,45,0.090372359788109,0.8300000000000001,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0005117,DEV_0109,edge_device,2026-01-06 18:56:50,46,0.0896903350388814,0.8440000000000001,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0005312,DEV_0109,edge_device,2026-01-07 07:07:41,47,0.1020698625264554,0.8579999999999999,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0005345,DEV_0109,edge_device,2026-01-07 07:36:03,48,0.1188787962322088,0.8719999999999999,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0005408,DEV_0109,edge_device,2026-01-07 08:03:24,49,0.2853205478646355,0.8859999999999999,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0005875,DEV_0109,edge_device,2026-01-07 16:27:38,50,0.0961690495116395,0.8999999999999999,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0000130,DEV_0110,edge_device,2026-01-01 08:22:52,1,0.3626063326751442,0.21400000000000002,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0000144,DEV_0110,edge_device,2026-01-01 08:32:08,2,0.2946779705156133,0.228,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0000165,DEV_0110,edge_device,2026-01-01 08:51:28,3,0.3648164593799177,0.242,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0000180,DEV_0110,edge_device,2026-01-01 09:08:33,4,0.2133271377692315,0.256,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0000224,DEV_0110,edge_device,2026-01-01 09:51:37,5,0.2754615320125424,0.27,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0000273,DEV_0110,edge_device,2026-01-01 10:49:31,6,0.0558403304771937,0.28400000000000003,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0000797,DEV_0110,edge_device,2026-01-01 20:01:52,7,0.091014443084541,0.29800000000000004,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0000801,DEV_0110,edge_device,2026-01-01 20:05:07,8,0.1897581890169573,0.312,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0000848,DEV_0110,edge_device,2026-01-01 20:56:43,9,0.3772156081118989,0.326,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0000878,DEV_0110,edge_device,2026-01-01 21:30:25,10,0.2406920759450989,0.33999999999999997,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0000895,DEV_0110,edge_device,2026-01-01 21:48:09,11,0.1594953619392677,0.354,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0001924,DEV_0110,edge_device,2026-01-03 09:23:35,12,0.1324186827917793,0.368,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0001976,DEV_0110,edge_device,2026-01-03 10:12:42,13,0.1336613252954304,0.382,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0001989,DEV_0110,edge_device,2026-01-03 10:28:30,14,0.1267097344010971,0.396,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0001990,DEV_0110,edge_device,2026-01-03 10:28:43,15,0.1566788106147176,0.41000000000000003,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0002527,DEV_0110,edge_device,2026-01-03 20:56:50,16,0.2543256884790211,0.424,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0002540,DEV_0110,edge_device,2026-01-03 21:08:37,17,0.210041749257631,0.438,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0002753,DEV_0110,edge_device,2026-01-04 08:35:08,18,0.2363615203623831,0.452,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0002810,DEV_0110,edge_device,2026-01-04 09:43:36,19,0.1502159822215809,0.46599999999999997,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0002826,DEV_0110,edge_device,2026-01-04 09:58:57,20,0.1306295432535054,0.48,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0002886,DEV_0110,edge_device,2026-01-04 10:52:31,21,0.1158220160981,0.494,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0003402,DEV_0110,edge_device,2026-01-04 20:26:29,22,0.1137850791227431,0.508,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0003411,DEV_0110,edge_device,2026-01-04 20:43:23,23,0.1502085238840178,0.522,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0003435,DEV_0110,edge_device,2026-01-04 21:07:32,24,0.3351675854549442,0.536,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0003449,DEV_0110,edge_device,2026-01-04 21:24:47,25,0.2094596182863836,0.55,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0003466,DEV_0110,edge_device,2026-01-04 21:41:06,26,0.1991038335508634,0.5640000000000001,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0003468,DEV_0110,edge_device,2026-01-04 21:42:18,27,0.2086019410393694,0.5780000000000001,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0003693,DEV_0110,edge_device,2026-01-05 09:47:05,28,0.1673070865432375,0.5920000000000001,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0003752,DEV_0110,edge_device,2026-01-05 10:50:41,29,0.1098187832310731,0.606,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0004277,DEV_0110,edge_device,2026-01-05 20:12:51,30,0.1135715702215846,0.62,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0004293,DEV_0110,edge_device,2026-01-05 20:26:39,31,0.3488493415102703,0.634,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0004339,DEV_0110,edge_device,2026-01-05 21:19:53,32,0.1888420552783722,0.6479999999999999,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0004350,DEV_0110,edge_device,2026-01-05 21:29:02,33,0.180675341857835,0.6619999999999999,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0004352,DEV_0110,edge_device,2026-01-05 21:31:40,34,0.1861026103143805,0.6759999999999999,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0004366,DEV_0110,edge_device,2026-01-05 21:40:32,35,0.2305487682052812,0.69,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0004576,DEV_0110,edge_device,2026-01-06 09:19:06,36,0.0781035657637504,0.704,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0004620,DEV_0110,edge_device,2026-01-06 09:58:55,37,0.0832188010386696,0.718,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0004641,DEV_0110,edge_device,2026-01-06 10:09:31,38,0.0714408019590536,0.732,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0004672,DEV_0110,edge_device,2026-01-06 10:41:40,39,0.0607912384916656,0.746,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0005186,DEV_0110,edge_device,2026-01-06 20:27:22,40,0.1018983644975746,0.76,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0005191,DEV_0110,edge_device,2026-01-06 20:30:40,41,0.2188993045115284,0.774,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0005206,DEV_0110,edge_device,2026-01-06 20:53:42,42,0.0918325513694119,0.788,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0005215,DEV_0110,edge_device,2026-01-06 21:10:58,43,0.3012614094384092,0.802,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0005402,DEV_0110,edge_device,2026-01-07 08:02:46,44,0.1134704579845381,0.8160000000000001,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0005420,DEV_0110,edge_device,2026-01-07 08:15:31,45,0.0650940432935559,0.8300000000000001,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0005430,DEV_0110,edge_device,2026-01-07 08:29:29,46,0.3585424594181077,0.8440000000000001,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0005475,DEV_0110,edge_device,2026-01-07 09:16:19,47,0.0860388525522071,0.8579999999999999,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0005566,DEV_0110,edge_device,2026-01-07 10:44:33,48,0.1556977787785211,0.8719999999999999,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0005567,DEV_0110,edge_device,2026-01-07 10:44:44,49,0.0589894231009302,0.8859999999999999,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0005578,DEV_0110,edge_device,2026-01-07 10:58:04,50,0.059262060754268,0.8999999999999999,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0000310,DEV_0111,edge_device,2026-01-01 11:23:19,1,0.4633739678662681,0.21400000000000002,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0000545,DEV_0111,edge_device,2026-01-01 15:28:55,2,0.4270024344138944,0.228,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0000568,DEV_0111,edge_device,2026-01-01 15:59:35,3,0.3526514711876519,0.242,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0000587,DEV_0111,edge_device,2026-01-01 16:21:18,4,0.323596327213079,0.256,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0000621,DEV_0111,edge_device,2026-01-01 16:59:05,5,0.2172034171199253,0.27,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0000720,DEV_0111,edge_device,2026-01-01 18:32:27,6,0.1834404291974066,0.28400000000000003,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0000795,DEV_0111,edge_device,2026-01-01 20:00:47,7,0.1879752104117954,0.29800000000000004,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0001189,DEV_0111,edge_device,2026-01-02 11:31:03,8,0.1445077408931211,0.312,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0001400,DEV_0111,edge_device,2026-01-02 15:41:51,9,0.1404664359863736,0.326,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0001449,DEV_0111,edge_device,2026-01-02 16:41:05,10,0.1051930909975353,0.33999999999999997,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0001610,DEV_0111,edge_device,2026-01-02 20:05:49,11,0.0874285396591158,0.354,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0001627,DEV_0111,edge_device,2026-01-02 20:31:20,12,0.0939150502851042,0.368,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0001632,DEV_0111,edge_device,2026-01-02 20:36:56,13,0.0768887781868328,0.382,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0001675,DEV_0111,edge_device,2026-01-02 21:25:44,14,0.1489919903597655,0.396,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0001690,DEV_0111,edge_device,2026-01-02 21:41:49,15,0.1788285106418355,0.41000000000000003,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0002068,DEV_0111,edge_device,2026-01-03 11:59:11,16,0.1118556968512554,0.424,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0002231,DEV_0111,edge_device,2026-01-03 15:16:30,17,0.2320701024876229,0.438,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0002232,DEV_0111,edge_device,2026-01-03 15:19:31,18,0.1036956909773603,0.452,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0002234,DEV_0111,edge_device,2026-01-03 15:20:11,19,0.1026332900881649,0.46599999999999997,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0002237,DEV_0111,edge_device,2026-01-03 15:26:34,20,0.112973518929713,0.48,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0002400,DEV_0111,edge_device,2026-01-03 18:06:51,21,0.0980051812438802,0.494,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0002425,DEV_0111,edge_device,2026-01-03 18:39:06,22,0.1051989073432877,0.508,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0002429,DEV_0111,edge_device,2026-01-03 18:45:21,23,0.1104819693818386,0.522,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0002432,DEV_0111,edge_device,2026-01-03 18:51:38,24,0.1378183502804442,0.536,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0002444,DEV_0111,edge_device,2026-01-03 19:10:40,25,0.1357051640611719,0.55,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0002472,DEV_0111,edge_device,2026-01-03 19:39:31,26,0.1226122156358586,0.5640000000000001,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0002482,DEV_0111,edge_device,2026-01-03 19:53:50,27,0.1893220641867587,0.5780000000000001,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0002547,DEV_0111,edge_device,2026-01-03 21:14:11,28,0.1560488546176053,0.5920000000000001,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0002950,DEV_0111,edge_device,2026-01-04 11:54:45,29,0.0730171950935257,0.606,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0003320,DEV_0111,edge_device,2026-01-04 18:47:02,30,0.0916223378930528,0.62,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0003459,DEV_0111,edge_device,2026-01-04 21:36:43,31,0.2843378554059129,0.634,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0003489,DEV_0111,edge_device,2026-01-04 21:59:32,32,0.2486325234104062,0.6479999999999999,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0004008,DEV_0111,edge_device,2026-01-05 15:03:01,33,0.1030996205223429,0.6619999999999999,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0004066,DEV_0111,edge_device,2026-01-05 16:05:11,34,0.212689499776166,0.6759999999999999,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0004068,DEV_0111,edge_device,2026-01-05 16:07:22,35,0.0825798676476808,0.69,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0004259,DEV_0111,edge_device,2026-01-05 19:38:31,36,0.0733306446705076,0.704,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0004263,DEV_0111,edge_device,2026-01-05 19:50:08,37,0.0909260274395158,0.718,normal,Cold-start: score vs population baseline (confidence ramping)
SES_0004264,DEV_0111,edge_device,2026-01-05 19:51:34,38,0.3832681286379559,0.732,normal,Cold-start: score vs population baseline (confidence ramping)
