session_id,entity_id,entity_type,timestamp,label,blended_score,if_score,lstm_ae_score,predicted_attack_type,classifier_confidence,entity_type_code,hour_of_day,day_of_week,is_weekend,is_off_hours,geo_velocity_kmh,impossible_travel_flag,is_new_device,is_spoofed_device,is_new_resource,failed_auth_rate_10,failed_auth_rate_50,resource_diversity_10,resource_diversity_50,session_duration_zscore,cmd_seq_length,cmd_rarity_score,auth_method_code,explanation
SES_0004266,DEV_0111,edge_device,2026-01-05 19:52:18,normal,0.3890171333212383,0.7773788007667244,0.0006554659,impossible_travel,0.6061,2,19,0,0,0,31799.098351054832,1,0,0,0,0.1,0.0512820512820512,4,5,1.1272887453882534,7,0.9815467770243994,0,Flagged due to geo-velocity (31799 km/h) + impossible travel detected + rare command sequence (rarity=0.98)
SES_0021496,DEV_0111,edge_device,2026-01-25 15:12:07,normal,0.3982807165506948,0.7933295358497092,0.0032318973,impossible_travel,0.624,2,15,6,1,0,30141.372967073392,1,0,0,0,0.0,0.06,3,5,0.7600252648643112,9,0.9815100884598486,0,Flagged due to geo-velocity (30141 km/h) + rare command sequence (rarity=0.98) + impossible travel detected
SES_0043722,DEV_0111,edge_device,2026-02-20 19:49:36,normal,0.3833245774088857,0.7655075571845215,0.0011415976,impossible_travel,0.4126,2,19,4,0,0,6140.711526461871,1,1,0,0,0.0,0.02,4,5,1.816948455480671,12,0.9815096866764444,0,Flagged due to geo-velocity (6141 km/h) + rare command sequence (rarity=0.98) + impossible travel detected
SES_0045012,DEV_0111,edge_device,2026-02-22 11:52:15,normal,0.4384660648467507,0.8762820656633049,0.00065006403,impossible_travel,0.6404,2,11,6,1,0,27538.368179446294,1,0,0,0,0.1,0.04,3,4,2.045497804390663,11,0.9816161300579016,0,Flagged due to geo-velocity (27538 km/h) + rare command sequence (rarity=0.98) + impossible travel detected
SES_0067247,DEV_0111,edge_device,2026-03-19 21:58:42,normal,0.4001400606947819,0.799157849398229,0.001122272,impossible_travel,0.6177,2,21,3,0,1,12774.519575046748,1,0,0,0,0.1,0.02,4,5,-2.028507713653734,9,0.9815263205093714,0,Flagged due to geo-velocity (12775 km/h) + rare command sequence (rarity=0.98) + impossible travel detected
SES_0000083,DEV_0112,edge_device,2026-01-01 07:25:19,normal,0.4065970171356611,0.8122663704556489,0.0009276638,brute_force,0.4062,2,7,3,0,0,0.0,0,1,0,1,0.0,0.0,1,1,0.0,1,0.9815292133498804,5,Flagged due to command sequence length + weekend access + new device fingerprint
SES_0002373,DEV_0112,edge_device,2026-01-03 17:41:29,normal,0.3664275413863668,0.7327170995771336,0.0001379832,impossible_travel,0.4032,2,17,5,1,0,2041.6580241513204,1,0,0,0,0.0,0.0,4,5,1.1762657430346537,1,0.9814077140485014,5,Flagged due to geo-velocity (2042 km/h) + rare command sequence (rarity=0.98) + impossible travel detected
SES_0002740,DEV_0112,edge_device,2026-01-04 08:24:00,lateral_movement,0.3694055313108593,0.7363736643184184,0.0024373983,lateral_movement,0.9594,2,8,6,1,0,0.0,0,0,0,1,0.0,0.0,10,10,-2.085525592176659,5,0.9815668202764976,5,Flagged due to rare command sequence (rarity=0.98) + resource diversity spike (10 unique resources) + new device fingerprint
SES_0002746,DEV_0112,edge_device,2026-01-04 08:30:00,lateral_movement,0.3685442568558008,0.7361840044377783,0.0009045093,lateral_movement,0.9494,2,8,6,1,0,0.0,0,0,0,1,0.0,0.0,10,11,-1.7764619732248914,5,0.9814832171857868,5,Flagged due to rare command sequence (rarity=0.98) + resource diversity spike (10 unique resources) + new device fingerprint
SES_0005783,DEV_0112,edge_device,2026-01-07 14:54:23,normal,0.3661260032472468,0.7308247886421695,0.0014272179,low_and_slow_exfiltration,0.4333,2,14,2,0,0,416.95485421937,0,0,0,1,0.1,0.0208333333333333,6,14,-0.197729858828893,3,0.9814255532316404,5,Flagged due to hour of day + command sequence length + new device fingerprint
SES_0005786,DEV_0112,edge_device,2026-01-07 14:56:39,normal,0.5001784724047353,0.9999999969809208,0.00035694783,low_and_slow_exfiltration,0.3877,2,14,2,0,0,8936.936765069586,1,0,0,1,0.1,0.0204081632653061,6,15,0.1965366199591364,3,0.9815388561515772,5,Flagged due to hour of day + command sequence length + new device fingerprint
SES_0014966,DEV_0112,edge_device,2026-01-18 07:50:28,normal,0.4828197433664373,0.9654407206675788,0.00019876607,impossible_travel,0.5675,2,7,6,1,0,38756.58573407072,1,0,0,0,0.1,0.08,7,7,0.6458757065297447,2,0.9814749725903362,5,Flagged due to geo-velocity (38757 km/h) + impossible travel detected + rare command sequence (rarity=0.98)
SES_0021262,DEV_0112,edge_device,2026-01-25 10:39:38,normal,0.3897672110941353,0.7793754715454717,0.00015895064,impossible_travel,0.3951,2,10,6,1,0,6971.989875592165,1,0,0,0,0.0,0.0,5,5,-0.4729172956855425,1,0.9816883195778768,5,Flagged due to geo-velocity (6972 km/h) + rare command sequence (rarity=0.98) + impossible travel detected
SES_0051661,DEV_0112,edge_device,2026-03-02 07:36:42,normal,0.4369627567702727,0.8736822140016938,0.00024329954,impossible_travel,0.6934,2,7,0,0,0,31867.84347349205,1,0,0,0,0.1,0.02,4,5,-0.5406750050211311,3,0.9815875523001456,5,Flagged due to geo-velocity (31868 km/h) + rare command sequence (rarity=0.98) + impossible travel detected
SES_0075476,DEV_0112,edge_device,2026-03-29 10:28:06,normal,0.3690681656973461,0.7379622927295559,0.00017403867,impossible_travel,0.4277,2,10,6,1,0,909.276699794738,1,0,0,0,0.0,0.0,6,6,-0.0796421287567714,2,0.9813455179775572,5,Flagged due to geo-velocity (909 km/h) + impossible travel detected + rare command sequence (rarity=0.98)
SES_0000005,DEV_0113,edge_device,2026-01-01 06:08:49,normal,0.413137152308458,0.8255062338674433,0.00076807075,device_spoofing,0.433,2,6,3,0,1,0.0,0,1,0,1,0.0,0.0,1,1,0.0,9,0.9814930528435176,2,Flagged due to new device fingerprint + command sequence length + rare command sequence (rarity=0.98)
SES_0009639,DEV_0113,edge_device,2026-01-12 06:19:36,normal,0.3665389824169246,0.7317028324770789,0.0013751324,lateral_movement,0.9005,2,6,0,0,1,0.0,0,0,0,1,0.1,0.02,7,9,-0.7317330401447183,10,0.981547727529138,2,Flagged due to rare command sequence (rarity=0.98) + new device fingerprint + resource diversity spike (7 unique resources)
SES_0035347,DEV_0113,edge_device,2026-02-11 06:14:43,normal,0.3678714130697134,0.7329047249014146,0.0028381012,impossible_travel,0.8038,2,6,2,0,1,3779.30424703763,1,0,0,0,0.0,0.04,4,4,0.4982539264129827,10,0.9814521191503148,2,Flagged due to geo-velocity (3779 km/h) + rare command sequence (rarity=0.98) + impossible travel detected
SES_0055933,DEV_0113,edge_device,2026-03-07 06:54:52,normal,0.444989734737741,0.8884261389050226,0.0015533306,impossible_travel,0.5568,2,6,5,1,1,1304.102746347563,1,1,0,0,0.0,0.06,4,4,-3.0279306001123065,8,0.981457796349814,2,Flagged due to geo-velocity (1304 km/h) + impossible travel detected + rare command sequence (rarity=0.98)
SES_0000023,DEV_0114,edge_device,2026-01-01 06:33:15,normal,0.4101035428061969,0.8190158012212961,0.0011912844,device_spoofing,0.4282,2,6,3,0,1,0.0,0,1,0,1,0.0,0.0,1,1,0.0,9,0.981487106449138,0,Flagged due to new device fingerprint + command sequence length + rare command sequence (rarity=0.98)
SES_0002607,DEV_0114,edge_device,2026-01-04 06:21:52,normal,0.3992968839002065,0.7956702281935587,0.0029235396,impossible_travel,0.8224,2,6,6,1,1,1472.4514601263795,1,0,0,0,0.0,0.0476190476190476,3,3,1.1989074279137104,10,0.9814939206956704,0,Flagged due to geo-velocity (1472 km/h) + rare command sequence (rarity=0.98) + impossible travel detected
SES_0002623,DEV_0114,edge_device,2026-01-04 06:42:45,normal,0.3897725530848672,0.7787472617942507,0.0007978444,impossible_travel,0.8218,2,6,6,1,1,1032.9487896656726,1,0,0,0,0.0,0.0454545454545454,3,3,0.9878138132937252,10,0.9814982599564338,0,Flagged due to geo-velocity (1033 km/h) + rare command sequence (rarity=0.98) + impossible travel detected
SES_0014009,DEV_0114,edge_device,2026-01-16 22:00:00,edge_case,0.4118147652808127,0.8206517593427594,0.0029777712,impossible_travel,0.4874,2,22,4,0,1,1120.8727958763964,1,0,0,1,0.0,0.04,4,5,0.5201271344931101,3,0.9814255532316404,0,Flagged due to geo-velocity (1121 km/h) + rare command sequence (rarity=0.98) + impossible travel detected
SES_0027661,DEV_0114,edge_device,2026-02-01 21:13:57,normal,0.3976176811749559,0.7940493931331628,0.0011859692,device_spoofing,0.3033,2,21,6,1,1,35.22920923751322,0,1,0,0,0.2,0.12,3,6,-1.6619032198017178,9,0.9814948206904952,0,Flagged due to new device fingerprint + command sequence length + rare command sequence (rarity=0.98)
SES_0033680,DEV_0114,edge_device,2026-02-09 06:43:41,normal,0.4191352520871174,0.8375820180819765,0.0006884861,impossible_travel,0.7818,2,6,0,0,1,2689.010943776623,1,0,0,0,0.2,0.1,2,3,-0.1723951186400606,9,0.9815155527141434,0,Flagged due to geo-velocity (2689 km/h) + rare command sequence (rarity=0.98) + impossible travel detected
SES_0069662,DEV_0114,edge_device,2026-03-22 16:56:12,normal,0.3753420358584323,0.7499214521148364,0.0007626196,impossible_travel,0.6302,2,16,6,1,0,2675.632842161694,1,0,0,0,0.0,0.04,2,3,1.046064161640645,11,0.9814497917286328,0,Flagged due to geo-velocity (2676 km/h) + rare command sequence (rarity=0.98) + impossible travel detected
SES_0000074,DEV_0115,edge_device,2026-01-01 07:20:45,normal,0.3757826511442787,0.7476842040516688,0.0038810982,device_spoofing,0.4363,2,7,3,0,0,0.0,0,1,0,1,0.0,0.0,1,1,0.0,14,0.9814521398134614,2,Flagged due to new device fingerprint + command sequence length + rare command sequence (rarity=0.98)
SES_0000873,DEV_0115,edge_device,2026-01-01 21:20:15,normal,0.3623776721520094,0.7234926991832863,0.0012626451,impossible_travel,0.5971,2,21,3,0,1,1831.5753599010093,1,0,0,0,0.0,0.0,4,4,1.0315456545789454,11,0.981583256870299,2,Flagged due to geo-velocity (1832 km/h) + rare command sequence (rarity=0.98) + impossible travel detected
SES_0028399,DEV_0115,edge_device,2026-02-02 19:42:40,normal,0.3922953753944929,0.7788708785974374,0.005719872,impossible_travel,0.5959,2,19,0,0,0,35151.24787749187,1,0,0,0,0.0,0.06,3,5,1.4096831472937317,15,0.9814730922440054,2,Flagged due to geo-velocity (35151 km/h) + rare command sequence (rarity=0.98) + impossible travel detected
SES_0033602,DEV_0115,edge_device,2026-02-08 21:36:52,normal,0.3830855634870582,0.7385020808999644,0.027669046,impossible_travel,0.6189,2,21,6,1,1,1420.792855738838,1,0,0,0,0.0,0.04,4,4,-0.2022902028705676,17,0.981517131486578,2,Flagged due to geo-velocity (1421 km/h) + rare command sequence (rarity=0.98) + impossible travel detected
SES_0036086,DEV_0115,edge_device,2026-02-11 21:01:45,normal,0.4090687990491684,0.8165863089869609,0.0015512891,lateral_movement,0.3623,2,21,2,0,1,0.0,0,1,0,1,0.2,0.08,6,7,-0.3022958756040226,13,0.9814469899215662,2,Flagged due to rare command sequence (rarity=0.98) + resource diversity spike (6 unique resources) + spoofed device
SES_0038621,DEV_0115,edge_device,2026-02-14 18:45:24,normal,0.3615151993907513,0.7116483954667094,0.011382003,impossible_travel,0.5892,2,18,5,1,0,3537.912291097792,1,0,0,0,0.2,0.1,4,7,-0.7762043304056918,14,0.981503591048229,2,Flagged due to geo-velocity (3538 km/h) + impossible travel detected + rare command sequence (rarity=0.98)
SES_0049932,DEV_0115,edge_device,2026-02-28 07:29:17,normal,0.4466333466464549,0.3848208939421713,0.5084458,lateral_movement,0.8523,2,7,5,1,0,0.0,0,0,0,0,0.0,0.02,6,7,-2.3679885983835365,20,0.9815151830734116,2,Flagged due to rare command sequence (rarity=0.98) + new device fingerprint + resource diversity spike (6 unique resources)
SES_0050787,DEV_0115,edge_device,2026-03-01 07:28:23,normal,0.3989991390198711,0.7882871708006152,0.009711107,impossible_travel,0.5611,2,7,6,1,0,6470.473159740051,1,1,0,0,0.0,0.02,4,6,0.4651628366760837,13,0.9815003962078866,2,Flagged due to geo-velocity (6470 km/h) + impossible travel detected + rare command sequence (rarity=0.98)
